group,timepoint,subject_id,channel,region,feature,power_value
Treatment,Rest,Sub_07,AF3,extra,gamma,0.4715442
Treatment,Rest,Sub_07,AF3,extra,broadband,0.42610806
Treatment,Rest,Sub_07,AF4,extra,delta,0.42058516
Treatment,Rest,Sub_07,AF4,extra,theta,0.65016854
Treatment,Rest,Sub_07,AF4,extra,alpha,0.12847686
Treatment,Rest,Sub_07,AF4,extra,beta,0.13839921
Treatment,Rest,Sub_07,AF4,extra,gamma,0.36922204
Treatment,Rest,Sub_07,AF4,extra,broadband,0.28276986
Treatment,Rest,Sub_07,FC5,extra,delta,0.5157338
Treatment,Rest,Sub_07,FC5,extra,theta,0.5301202
Treatment,Rest,Sub_07,FC5,extra,alpha,0.120105386
Treatment,Rest,Sub_07,FC5,extra,beta,0.16957201
Treatment,Rest,Sub_07,FC5,extra,gamma,0.35506016
Treatment,Rest,Sub_07,FC5,extra,broadband,0.42010248
Treatment,Rest,Sub_07,FC1,extra,delta,0.39369327
Treatment,Rest,Sub_07,FC1,extra,theta,0.41103476
Treatment,Rest,Sub_07,FC1,extra,alpha,0.47311094
Treatment,Rest,Sub_07,FC1,extra,beta,0.2875069
Treatment,Rest,Sub_07,FC1,extra,gamma,0.41800547
Treatment,Rest,Sub_07,FC1,extra,broadband,0.4867746
Treatment,Rest,Sub_07,FC2,extra,delta,0.55669594
Treatment,Rest,Sub_07,FC2,extra,theta,0.53112924
Treatment,Rest,Sub_07,FC2,extra,alpha,0.21287052
Treatment,Rest,Sub_07,FC2,extra,beta,0.29007098
Treatment,Rest,Sub_07,FC2,extra,gamma,0.24638721
Treatment,Rest,Sub_07,FC2,extra,broadband,0.5997481
Treatment,Rest,Sub_07,FC6,extra,delta,0.62374836
Treatment,Rest,Sub_07,FC6,extra,theta,0.43379906
Treatment,Rest,Sub_07,FC6,extra,alpha,0.5477678
Treatment,Rest,Sub_07,FC6,extra,beta,0.4832625
Treatment,Rest,Sub_07,FC6,extra,gamma,0.5866078
Treatment,Rest,Sub_07,FC6,extra,broadband,0.3263758
Treatment,Rest,Sub_07,CP5,extra,delta,0.5609728
Treatment,Rest,Sub_07,CP5,extra,theta,0.63767487
Treatment,Rest,Sub_07,CP5,extra,alpha,0.24638127
Treatment,Rest,Sub_07,CP5,extra,beta,0.436137
Treatment,Rest,Sub_07,CP5,extra,gamma,0.360265
Treatment,Rest,Sub_07,CP5,extra,broadband,0.5431344
Treatment,Rest,Sub_07,CP1,extra,delta,0.573135
Treatment,Rest,Sub_07,CP1,extra,theta,0.60392237
Treatment,Rest,Sub_07,CP1,extra,alpha,0.12084451
Treatment,Rest,Sub_07,CP1,extra,beta,0.52232814
Treatment,Rest,Sub_07,CP1,extra,gamma,0.25317052
Treatment,Rest,Sub_07,CP1,extra,broadband,0.5095889
Treatment,Rest,Sub_07,CP2,extra,delta,0.24449709
Treatment,Rest,Sub_07,CP2,extra,theta,0.3714212
Treatment,Rest,Sub_07,CP2,extra,alpha,0.41786182
Treatment,Rest,Sub_07,CP2,extra,beta,0.75440294
Treatment,Rest,Sub_07,CP2,extra,gamma,0.4075772
Treatment,Rest,Sub_07,CP2,extra,broadband,0.40127957
Treatment,Rest,Sub_07,CP6,extra,delta,0.43216133
Treatment,Rest,Sub_07,CP6,extra,theta,0.36291543
Treatment,Rest,Sub_07,CP6,extra,alpha,0.17205942
Treatment,Rest,Sub_07,CP6,extra,beta,0.59757686
Treatment,Rest,Sub_07,CP6,extra,gamma,0.4306792
Treatment,Rest,Sub_07,CP6,extra,broadband,0.30896795
Treatment,Rest,Sub_07,PO3,extra,delta,0.50339115
Treatment,Rest,Sub_07,PO3,extra,theta,0.64457494
Treatment,Rest,Sub_07,PO3,extra,alpha,0.16196162
Treatment,Rest,Sub_07,PO3,extra,beta,0.3904429
Treatment,Rest,Sub_07,PO3,extra,gamma,0.23782678
Treatment,Rest,Sub_07,PO3,extra,broadband,0.35957423
Treatment,Rest,Sub_07,PO4,extra,delta,0.50376326
Treatment,Rest,Sub_07,PO4,extra,theta,0.3145469
Treatment,Rest,Sub_07,PO4,extra,alpha,0.32238758
Treatment,Rest,Sub_07,PO4,extra,beta,0.5017375
Treatment,Rest,Sub_07,PO4,extra,gamma,0.32069632
Treatment,Rest,Sub_07,PO4,extra,broadband,0.3883283
Treatment,Rest,Sub_08,Fp1,prefrontal,delta,0.4034985
Treatment,Rest,Sub_08,Fp1,prefrontal,theta,0.46650976
Treatment,Rest,Sub_08,Fp1,prefrontal,alpha,0.8289645
Treatment,Rest,Sub_08,Fp1,prefrontal,beta,0.43112475
Treatment,Rest,Sub_08,Fp1,prefrontal,gamma,0.48134336
Treatment,Rest,Sub_08,Fp1,prefrontal,broadband,0.31690583
Treatment,Rest,Sub_08,Fp2,prefrontal,delta,0.6933176
Treatment,Rest,Sub_08,Fp2,prefrontal,theta,0.579323
Treatment,Rest,Sub_08,Fp2,prefrontal,alpha,0.4001401
Treatment,Rest,Sub_08,Fp2,prefrontal,beta,0.62982595
Treatment,Rest,Sub_08,Fp2,prefrontal,gamma,0.4219742
Treatment,Rest,Sub_08,Fp2,prefrontal,broadband,0.7555357
Treatment,Rest,Sub_08,F7,frontal,delta,0.45037085
Treatment,Rest,Sub_08,F7,frontal,theta,0.59615916
Treatment,Rest,Sub_08,F7,frontal,alpha,0.5928361
Treatment,Rest,Sub_08,F7,frontal,beta,0.4452954
Treatment,Rest,Sub_08,F7,frontal,gamma,0.40650567
Treatment,Rest,Sub_08,F7,frontal,broadband,0.6169908
Treatment,Rest,Sub_08,F3,frontal,delta,0.58491033
Treatment,Rest,Sub_08,F3,frontal,theta,0.79478085
Treatment,Rest,Sub_08,F3,frontal,alpha,0.15511936
Treatment,Rest,Sub_08,F3,frontal,beta,0.5544683
Treatment,Rest,Sub_08,F3,frontal,gamma,0.4298237
Treatment,Rest,Sub_08,F3,frontal,broadband,0.83533394
Treatment,Rest,Sub_08,Fz,frontal,delta,0.57869583
Treatment,Rest,Sub_08,Fz,frontal,theta,0.6836009
Treatment,Rest,Sub_08,Fz,frontal,alpha,0.31763142
Treatment,Rest,Sub_08,Fz,frontal,beta,0.4041248
Treatment,Rest,Sub_08,Fz,frontal,gamma,0.61629385
Treatment,Rest,Sub_08,Fz,frontal,broadband,0.6509921
Treatment,Rest,Sub_08,F4,frontal,delta,0.3409523
Treatment,Rest,Sub_08,F4,frontal,theta,0.32738993
Treatment,Rest,Sub_08,F4,frontal,alpha,0.48852575
Treatment,Rest,Sub_08,F4,frontal,beta,0.5880812
Treatment,Rest,Sub_08,F4,frontal,gamma,0.406414
Treatment,Rest,Sub_08,F4,frontal,broadband,0.7032898
Treatment,Rest,Sub_08,F8,frontal,delta,0.79460466
Treatment,Rest,Sub_08,F8,frontal,theta,0.48148957
Treatment,Rest,Sub_08,F8,frontal,alpha,0.39437574
Treatment,Rest,Sub_08,F8,frontal,beta,0.5530559
Treatment,Rest,Sub_08,F8,frontal,gamma,0.34986934
Treatment,Rest,Sub_08,F8,frontal,broadband,0.44213757
Treatment,Rest,Sub_08,T3,central,delta,0.73137784
Treatment,Rest,Sub_08,T3,central,theta,0.6895486
Treatment,Rest,Sub_08,T3,central,alpha,0.24032256
Treatment,Rest,Sub_08,T3,central,beta,0.5869263
Treatment,Rest,Sub_08,T3,central,gamma,0.40343338
Treatment,Rest,Sub_08,T3,central,broadband,0.46357286
Treatment,Rest,Sub_08,C3,central,delta,0.46405843
Treatment,Rest,Sub_08,C3,central,theta,0.47802866
Treatment,Rest,Sub_08,C3,central,alpha,0.24294007
Treatment,Rest,Sub_08,C3,central,beta,0.51446456
Treatment,Rest,Sub_08,C3,central,gamma,0.7786969
Treatment,Rest,Sub_08,C3,central,broadband,0.6062859
Treatment,Rest,Sub_08,Cz,central,delta,0.6039083
Treatment,Rest,Sub_08,Cz,central,theta,0.6115129
Treatment,Rest,Sub_08,Cz,central,alpha,0.27101496
Treatment,Rest,Sub_08,Cz,central,beta,0.810124
Treatment,Rest,Sub_08,Cz,central,gamma,0.4688061
Treatment,Rest,Sub_08,Cz,central,broadband,0.5182816
Treatment,Rest,Sub_08,C4,central,delta,0.6496869
Treatment,Rest,Sub_08,C4,central,theta,0.40365127
Treatment,Rest,Sub_08,C4,central,alpha,0.3747916
Treatment,Rest,Sub_08,C4,central,beta,0.58133984
Treatment,Rest,Sub_08,C4,central,gamma,0.5710126
Treatment,Rest,Sub_08,C4,central,broadband,0.50029606
Treatment,Rest,Sub_08,T4,central,delta,0.31727695
Treatment,Rest,Sub_08,T4,central,theta,0.7674658
Treatment,Rest,Sub_08,T4,central,alpha,0.5168876
Treatment,Rest,Sub_08,T4,central,beta,0.5654774
Treatment,Rest,Sub_08,T4,central,gamma,0.49049374
Treatment,Rest,Sub_08,T4,central,broadband,0.42364824
Treatment,Rest,Sub_08,T5,parietal,delta,0.6901498
Treatment,Rest,Sub_08,T5,parietal,theta,0.46195096
Treatment,Rest,Sub_08,T5,parietal,alpha,0.36208978
Treatment,Rest,Sub_08,T5,parietal,beta,0.73813707
Treatment,Rest,Sub_08,T5,parietal,gamma,0.3880529
Treatment,Rest,Sub_08,T5,parietal,broadband,0.7988549
Treatment,Rest,Sub_08,P3,parietal,delta,0.39393806
Treatment,Rest,Sub_08,P3,parietal,theta,0.4529964
Treatment,Rest,Sub_08,P3,parietal,alpha,0.5118074
Treatment,Rest,Sub_08,P3,parietal,beta,0.55191106
Treatment,Rest,Sub_08,P3,parietal,gamma,0.5057455
Treatment,Rest,Sub_08,P3,parietal,broadband,0.44875616
Treatment,Rest,Sub_08,Pz,parietal,delta,0.42837662
Treatment,Rest,Sub_08,Pz,parietal,theta,0.6303397
Treatment,Rest,Sub_08,Pz,parietal,alpha,
Treatment,Rest,Sub_08,Pz,parietal,beta,0.50762266
Treatment,Rest,Sub_08,Pz,parietal,gamma,0.5005484
Treatment,Rest,Sub_08,Pz,parietal,broadband,0.53238904
Treatment,Rest,Sub_08,P4,parietal,delta,
Treatment,Rest,Sub_08,P4,parietal,theta,0.4889564
Treatment,Rest,Sub_08,P4,parietal,alpha,0.23138532
Treatment,Rest,Sub_08,P4,parietal,beta,0.3504821
Treatment,Rest,Sub_08,P4,parietal,gamma,0.44574276
Treatment,Rest,Sub_08,P4,parietal,broadband,0.7444763
Treatment,Rest,Sub_08,T6,parietal,delta,0.6190311
Treatment,Rest,Sub_08,T6,parietal,theta,0.81122863
Treatment,Rest,Sub_08,T6,parietal,alpha,0.36446157
Treatment,Rest,Sub_08,T6,parietal,beta,0.62859076
Treatment,Rest,Sub_08,T6,parietal,gamma,0.31667835
Treatment,Rest,Sub_08,T6,parietal,broadband,0.63586015
Treatment,Rest,Sub_08,O1,occipital,delta,0.54202974
Treatment,Rest,Sub_08,O1,occipital,theta,0.6898884
Treatment,Rest,Sub_08,O1,occipital,alpha,0.622013
Treatment,Rest,Sub_08,O1,occipital,beta,0.43836874
Treatment,Rest,Sub_08,O1,occipital,gamma,0.48209918
Treatment,Rest,Sub_08,O1,occipital,broadband,0.5379864
Treatment,Rest,Sub_08,Oz,occipital,delta,0.45916092
Treatment,Rest,Sub_08,Oz,occipital,theta,0.5796119
Treatment,Rest,Sub_08,Oz,occipital,alpha,0.38977596
Treatment,Rest,Sub_08,Oz,occipital,beta,0.7498403
Treatment,Rest,Sub_08,Oz,occipital,gamma,0.26946205
Treatment,Rest,Sub_08,Oz,occipital,broadband,0.37908843
Treatment,Rest,Sub_08,O2,occipital,delta,0.5351513
Treatment,Rest,Sub_08,O2,occipital,theta,0.4298839
Treatment,Rest,Sub_08,O2,occipital,alpha,0.6268334
Treatment,Rest,Sub_08,O2,occipital,beta,0.9275435
Treatment,Rest,Sub_08,O2,occipital,gamma,0.5473087
Treatment,Rest,Sub_08,O2,occipital,broadband,0.47873
Treatment,Rest,Sub_08,AF3,extra,delta,0.7080592
Treatment,Rest,Sub_08,AF3,extra,theta,0.62207305
Treatment,Rest,Sub_08,AF3,extra,alpha,0.5362992
Treatment,Rest,Sub_08,AF3,extra,beta,0.38648644
Treatment,Rest,Sub_08,AF3,extra,gamma,0.48882335
Treatment,Rest,Sub_08,AF3,extra,broadband,0.45164922
Treatment,Rest,Sub_08,AF4,extra,delta,0.49224362
Treatment,Rest,Sub_08,AF4,extra,theta,0.87890273
Treatment,Rest,Sub_08,AF4,extra,alpha,0.18972479
Treatment,Rest,Sub_08,AF4,extra,beta,0.562413
Treatment,Rest,Sub_08,AF4,extra,gamma,0.34191477
Treatment,Rest,Sub_08,AF4,extra,broadband,0.5165515
Treatment,Rest,Sub_08,FC5,extra,delta,0.5877969
Treatment,Rest,Sub_08,FC5,extra,theta,0.6071814
Treatment,Rest,Sub_08,FC5,extra,alpha,0.5231613
Treatment,Rest,Sub_08,FC5,extra,beta,0.29231232
Treatment,Rest,Sub_08,FC5,extra,gamma,0.52127194
Treatment,Rest,Sub_08,FC5,extra,broadband,0.6288476
Treatment,Rest,Sub_08,FC1,extra,delta,0.69444007
Treatment,Rest,Sub_08,FC1,extra,theta,0.3290174
Treatment,Rest,Sub_08,FC1,extra,alpha,0.5795068
Treatment,Rest,Sub_08,FC1,extra,beta,0.59632725
Treatment,Rest,Sub_08,FC1,extra,gamma,0.40017045
Treatment,Rest,Sub_08,FC1,extra,broadband,0.34214383
Treatment,Rest,Sub_08,FC2,extra,delta,0.5576946
Treatment,Rest,Sub_08,FC2,extra,theta,0.6603254
Treatment,Rest,Sub_08,FC2,extra,alpha,0.5630543
Treatment,Rest,Sub_08,FC2,extra,beta,0.752608
Treatment,Rest,Sub_08,FC2,extra,gamma,0.7763845
Treatment,Rest,Sub_08,FC2,extra,broadband,0.6497891
Treatment,Rest,Sub_08,FC6,extra,delta,0.55680454
Treatment,Rest,Sub_08,FC6,extra,theta,0.88041854
Treatment,Rest,Sub_08,FC6,extra,alpha,0.7085731
Treatment,Rest,Sub_08,FC6,extra,beta,0.7679952
Treatment,Rest,Sub_08,FC6,extra,gamma,0.4071887
Treatment,Rest,Sub_08,FC6,extra,broadband,0.5010374
Treatment,Rest,Sub_08,CP5,extra,delta,0.43736053
Treatment,Rest,Sub_08,CP5,extra,theta,0.61667556
Treatment,Rest,Sub_08,CP5,extra,alpha,0.49024156
Treatment,Rest,Sub_08,CP5,extra,beta,0.4534372
Treatment,Rest,Sub_08,CP5,extra,gamma,0.6217266
Treatment,Rest,Sub_08,CP5,extra,broadband,0.65365696
Treatment,Rest,Sub_08,CP1,extra,delta,0.6587418
Treatment,Rest,Sub_08,CP1,extra,theta,0.38521186
Treatment,Rest,Sub_08,CP1,extra,alpha,0.40504813
Treatment,Rest,Sub_08,CP1,extra,beta,0.6488495
Treatment,Rest,Sub_08,CP1,extra,gamma,0.43988445
Treatment,Rest,Sub_08,CP1,extra,broadband,0.482486
Treatment,Rest,Sub_08,CP2,extra,delta,0.62072206
Treatment,Rest,Sub_08,CP2,extra,theta,0.3628551
Treatment,Rest,Sub_08,CP2,extra,alpha,0.20938359
Treatment,Rest,Sub_08,CP2,extra,beta,0.660156
Treatment,Rest,Sub_08,CP2,extra,gamma,0.25104013
Treatment,Rest,Sub_08,CP2,extra,broadband,0.65924853
Treatment,Rest,Sub_08,CP6,extra,delta,0.3172826
Treatment,Rest,Sub_08,CP6,extra,theta,0.7653288
Treatment,Rest,Sub_08,CP6,extra,alpha,0.20393571
Treatment,Rest,Sub_08,CP6,extra,beta,0.6816071
Treatment,Rest,Sub_08,CP6,extra,gamma,0.33145458
Treatment,Rest,Sub_08,CP6,extra,broadband,0.49824324
Treatment,Rest,Sub_08,PO3,extra,delta,0.5240588
Treatment,Rest,Sub_08,PO3,extra,theta,0.7092844
Treatment,Rest,Sub_08,PO3,extra,alpha,
Treatment,Rest,Sub_08,PO3,extra,beta,0.4644969
Treatment,Rest,Sub_08,PO3,extra,gamma,0.5958836
Treatment,Rest,Sub_08,PO3,extra,broadband,0.42174205
Treatment,Rest,Sub_08,PO4,extra,delta,0.47521642
Treatment,Rest,Sub_08,PO4,extra,theta,0.7354695
Treatment,Rest,Sub_08,PO4,extra,alpha,0.43683073
Treatment,Rest,Sub_08,PO4,extra,beta,0.60545504
Treatment,Rest,Sub_08,PO4,extra,gamma,0.17297456
Treatment,Rest,Sub_08,PO4,extra,broadband,0.7860216
Treatment,Rest,Sub_09,Fp1,prefrontal,delta,0.98909676
Treatment,Rest,Sub_09,Fp1,prefrontal,theta,0.6938383
Treatment,Rest,Sub_09,Fp1,prefrontal,alpha,
Treatment,Rest,Sub_09,Fp1,prefrontal,beta,0.35099518
Treatment,Rest,Sub_09,Fp1,prefrontal,gamma,0.58640754
Treatment,Rest,Sub_09,Fp1,prefrontal,broadband,0.41516352
Treatment,Rest,Sub_09,Fp2,prefrontal,delta,0.34144807
Treatment,Rest,Sub_09,Fp2,prefrontal,theta,0.43085182
Treatment,Rest,Sub_09,Fp2,prefrontal,alpha,0.51346403
Treatment,Rest,Sub_09,Fp2,prefrontal,beta,0.43109855
Treatment,Rest,Sub_09,Fp2,prefrontal,gamma,0.49772868
Treatment,Rest,Sub_09,Fp2,prefrontal,broadband,0.5291528
Treatment,Rest,Sub_09,F7,frontal,delta,0.81373996
Treatment,Rest,Sub_09,F7,frontal,theta,0.5946651
Treatment,Rest,Sub_09,F7,frontal,alpha,0.17025529
Treatment,Rest,Sub_09,F7,frontal,beta,0.4055736
Treatment,Rest,Sub_09,F7,frontal,gamma,0.6302716
Treatment,Rest,Sub_09,F7,frontal,broadband,0.46163347
Treatment,Rest,Sub_09,F3,frontal,delta,0.48599154
Treatment,Rest,Sub_09,F3,frontal,theta,0.32044372
Treatment,Rest,Sub_09,F3,frontal,alpha,0.21167912
Treatment,Rest,Sub_09,F3,frontal,beta,0.5724367
Treatment,Rest,Sub_09,F3,frontal,gamma,0.28873706
Treatment,Rest,Sub_09,F3,frontal,broadband,0.6104214
Treatment,Rest,Sub_09,Fz,frontal,delta,0.71633625
Treatment,Rest,Sub_09,Fz,frontal,theta,0.8252677
Treatment,Rest,Sub_09,Fz,frontal,alpha,0.26496106
Treatment,Rest,Sub_09,Fz,frontal,beta,0.44473186
Treatment,Rest,Sub_09,Fz,frontal,gamma,0.7648001
Treatment,Rest,Sub_09,Fz,frontal,broadband,0.286602
Treatment,Rest,Sub_09,F4,frontal,delta,0.67344594
Treatment,Rest,Sub_09,F4,frontal,theta,0.58949745
Treatment,Rest,Sub_09,F4,frontal,alpha,0.55113363
Treatment,Rest,Sub_09,F4,frontal,beta,0.87768006
Treatment,Rest,Sub_09,F4,frontal,gamma,0.6443411
Treatment,Rest,Sub_09,F4,frontal,broadband,0.75648785
Treatment,Rest,Sub_09,F8,frontal,delta,0.85020095
Treatment,Rest,Sub_09,F8,frontal,theta,0.5260061
Treatment,Rest,Sub_09,F8,frontal,alpha,0.5691632
Treatment,Rest,Sub_09,F8,frontal,beta,0.65770996
Treatment,Rest,Sub_09,F8,frontal,gamma,0.1964423
Treatment,Rest,Sub_09,F8,frontal,broadband,0.5851307
Treatment,Rest,Sub_09,T3,central,delta,0.6653801
Treatment,Rest,Sub_09,T3,central,theta,0.28461245
Treatment,Rest,Sub_09,T3,central,alpha,0.36958796
Treatment,Rest,Sub_09,T3,central,beta,0.53131986
Treatment,Rest,Sub_09,T3,central,gamma,0.22483902
Treatment,Rest,Sub_09,T3,central,broadband,0.6060894
Treatment,Rest,Sub_09,C3,central,delta,0.43201578
Treatment,Rest,Sub_09,C3,central,theta,0.5832807
Treatment,Rest,Sub_09,C3,central,alpha,0.52620244
Treatment,Rest,Sub_09,C3,central,beta,0.43556857
Treatment,Rest,Sub_09,C3,central,gamma,0.3933926
Treatment,Rest,Sub_09,C3,central,broadband,0.2397741
Treatment,Rest,Sub_09,Cz,central,delta,0.41213986
Treatment,Rest,Sub_09,Cz,central,theta,0.65480983
Treatment,Rest,Sub_09,Cz,central,alpha,0.72642666
Treatment,Rest,Sub_09,Cz,central,beta,0.3795573
Treatment,Rest,Sub_09,Cz,central,gamma,0.57632995
Treatment,Rest,Sub_09,Cz,central,broadband,0.58092755
Treatment,Rest,Sub_09,C4,central,delta,0.5182323
Treatment,Rest,Sub_09,C4,central,theta,0.44390404
Treatment,Rest,Sub_09,C4,central,alpha,1.2935425
Treatment,Rest,Sub_09,C4,central,beta,0.5986704
Treatment,Rest,Sub_09,C4,central,gamma,0.12090233
Treatment,Rest,Sub_09,C4,central,broadband,0.71833235
Treatment,Rest,Sub_09,T4,central,delta,0.8152138
Treatment,Rest,Sub_09,T4,central,theta,0.5318565
Treatment,Rest,Sub_09,T4,central,alpha,0.45681697
Treatment,Rest,Sub_09,T4,central,beta,0.718665
Treatment,Rest,Sub_09,T4,central,gamma,0.56591916
Treatment,Rest,Sub_09,T4,central,broadband,0.27945718
Treatment,Rest,Sub_09,T5,parietal,delta,0.576233
Treatment,Rest,Sub_09,T5,parietal,theta,0.52035046
Treatment,Rest,Sub_09,T5,parietal,alpha,0.6722245
Treatment,Rest,Sub_09,T5,parietal,beta,0.35288316
Treatment,Rest,Sub_09,T5,parietal,gamma,0.77852964
Treatment,Rest,Sub_09,T5,parietal,broadband,0.5195512
Treatment,Rest,Sub_09,P3,parietal,delta,0.56125635
Treatment,Rest,Sub_09,P3,parietal,theta,0.7449796
Treatment,Rest,Sub_09,P3,parietal,alpha,0.55117935
Treatment,Rest,Sub_09,P3,parietal,beta,0.4495478
Treatment,Rest,Sub_09,P3,parietal,gamma,0.40122727
Treatment,Rest,Sub_09,P3,parietal,broadband,0.25662234
Treatment,Rest,Sub_09,Pz,parietal,delta,0.77402484
Treatment,Rest,Sub_09,Pz,parietal,theta,0.3680428
Treatment,Rest,Sub_09,Pz,parietal,alpha,0.22554676
Treatment,Rest,Sub_09,Pz,parietal,beta,0.7057804
Treatment,Rest,Sub_09,Pz,parietal,gamma,0.20966843
Treatment,Rest,Sub_09,Pz,parietal,broadband,0.5896748
Treatment,Rest,Sub_09,P4,parietal,delta,0.4856835
Treatment,Rest,Sub_09,P4,parietal,theta,0.49882403
Treatment,Rest,Sub_09,P4,parietal,alpha,0.22928312
Treatment,Rest,Sub_09,P4,parietal,beta,0.6294336
Treatment,Rest,Sub_09,P4,parietal,gamma,0.29200208
Treatment,Rest,Sub_09,P4,parietal,broadband,0.6900312
Treatment,Rest,Sub_09,T6,parietal,delta,0.36419106
Treatment,Rest,Sub_09,T6,parietal,theta,0.3932964
Treatment,Rest,Sub_09,T6,parietal,alpha,0.7705564
Treatment,Rest,Sub_09,T6,parietal,beta,0.66541564
Treatment,Rest,Sub_09,T6,parietal,gamma,0.4138368
Treatment,Rest,Sub_09,T6,parietal,broadband,0.5783101
Treatment,Rest,Sub_09,O1,occipital,delta,0.23362796
Treatment,Rest,Sub_09,O1,occipital,theta,0.8433101
Treatment,Rest,Sub_09,O1,occipital,alpha,0.77947235
Treatment,Rest,Sub_09,O1,occipital,beta,0.6626631
Treatment,Rest,Sub_09,O1,occipital,gamma,0.46805906
Treatment,Rest,Sub_09,O1,occipital,broadband,0.11968437
Treatment,Rest,Sub_09,Oz,occipital,delta,0.4583034
Treatment,Rest,Sub_09,Oz,occipital,theta,0.65029
Treatment,Rest,Sub_09,Oz,occipital,alpha,0.45686728
Treatment,Rest,Sub_09,Oz,occipital,beta,0.54045534
Treatment,Rest,Sub_09,Oz,occipital,gamma,0.66761017
Treatment,Rest,Sub_09,Oz,occipital,broadband,0.7149695
Treatment,Rest,Sub_09,O2,occipital,delta,0.71912605
Treatment,Rest,Sub_09,O2,occipital,theta,0.59706753
Treatment,Rest,Sub_09,O2,occipital,alpha,0.50497824
Treatment,Rest,Sub_09,O2,occipital,beta,0.74593496
Treatment,Rest,Sub_09,O2,occipital,gamma,0.64706707
Treatment,Rest,Sub_09,O2,occipital,broadband,0.5591871
Treatment,Rest,Sub_09,AF3,extra,delta,0.4654114
Treatment,Rest,Sub_09,AF3,extra,theta,0.23965833
Treatment,Rest,Sub_09,AF3,extra,alpha,0.27268136
Treatment,Rest,Sub_09,AF3,extra,beta,0.5986022
Treatment,Rest,Sub_09,AF3,extra,gamma,0.5878861
Treatment,Rest,Sub_09,AF3,extra,broadband,0.39254406
Treatment,Rest,Sub_09,AF4,extra,delta,0.21389192
Treatment,Rest,Sub_09,AF4,extra,theta,0.63894665
Treatment,Rest,Sub_09,AF4,extra,alpha,0.43878302
Treatment,Rest,Sub_09,AF4,extra,beta,0.5899998
Treatment,Rest,Sub_09,AF4,extra,gamma,0.45407683
Treatment,Rest,Sub_09,AF4,extra,broadband,0.56144136
Treatment,Rest,Sub_09,FC5,extra,delta,0.67695016
Treatment,Rest,Sub_09,FC5,extra,theta,0.65834624
Treatment,Rest,Sub_09,FC5,extra,alpha,0.6369638
Treatment,Rest,Sub_09,FC5,extra,beta,0.6502781
Treatment,Rest,Sub_09,FC5,extra,gamma,0.5418698
Treatment,Rest,Sub_09,FC5,extra,broadband,0.7122658
Treatment,Rest,Sub_09,FC1,extra,delta,0.46893173
Treatment,Rest,Sub_09,FC1,extra,theta,0.60955256
Treatment,Rest,Sub_09,FC1,extra,alpha,0.2239522
Treatment,Rest,Sub_09,FC1,extra,beta,0.6647522
Treatment,Rest,Sub_09,FC1,extra,gamma,0.6427549
Treatment,Rest,Sub_09,FC1,extra,broadband,0.56736434
Treatment,Rest,Sub_09,FC2,extra,delta,0.60376465
Treatment,Rest,Sub_09,FC2,extra,theta,0.5110054
Treatment,Rest,Sub_09,FC2,extra,alpha,0.36382553
Treatment,Rest,Sub_09,FC2,extra,beta,0.88587445
Treatment,Rest,Sub_09,FC2,extra,gamma,0.48404044
Treatment,Rest,Sub_09,FC2,extra,broadband,0.27639958
Treatment,Rest,Sub_09,FC6,extra,delta,0.5493098
Treatment,Rest,Sub_09,FC6,extra,theta,0.40590665
Treatment,Rest,Sub_09,FC6,extra,alpha,0.5216158
Treatment,Rest,Sub_09,FC6,extra,beta,0.76996154
Treatment,Rest,Sub_09,FC6,extra,gamma,1.1734529
Treatment,Rest,Sub_09,FC6,extra,broadband,0.26232922
Treatment,Rest,Sub_09,CP5,extra,delta,0.19742599
Treatment,Rest,Sub_09,CP5,extra,theta,0.5447841
Treatment,Rest,Sub_09,CP5,extra,alpha,0.53632605
Treatment,Rest,Sub_09,CP5,extra,beta,0.21926464
Treatment,Rest,Sub_09,CP5,extra,gamma,0.19619285
Treatment,Rest,Sub_09,CP5,extra,broadband,0.22818756
Treatment,Rest,Sub_09,CP1,extra,delta,0.36862266
Treatment,Rest,Sub_09,CP1,extra,theta,0.7123393
Treatment,Rest,Sub_09,CP1,extra,alpha,0.66582346
Treatment,Rest,Sub_09,CP1,extra,beta,0.45419782
Treatment,Rest,Sub_09,CP1,extra,gamma,0.35341188
Treatment,Rest,Sub_09,CP1,extra,broadband,0.39208123
Treatment,Rest,Sub_09,CP2,extra,delta,0.97538966
Treatment,Rest,Sub_09,CP2,extra,theta,0.4846994
Treatment,Rest,Sub_09,CP2,extra,alpha,0.21276477
Treatment,Rest,Sub_09,CP2,extra,beta,0.75967336
Treatment,Rest,Sub_09,CP2,extra,gamma,0.27979064
Treatment,Rest,Sub_09,CP2,extra,broadband,0.53783727
Treatment,Rest,Sub_09,CP6,extra,delta,0.55506665
Treatment,Rest,Sub_09,CP6,extra,theta,0.60703504
Treatment,Rest,Sub_09,CP6,extra,alpha,0.47585154
Treatment,Rest,Sub_09,CP6,extra,beta,0.39437607
Treatment,Rest,Sub_09,CP6,extra,gamma,0.5383971
Treatment,Rest,Sub_09,CP6,extra,broadband,0.9823247
Treatment,Rest,Sub_09,PO3,extra,delta,0.6519375
Treatment,Rest,Sub_09,PO3,extra,theta,0.46315798
Treatment,Rest,Sub_09,PO3,extra,alpha,0.2508721
Treatment,Rest,Sub_09,PO3,extra,beta,0.3853999
